approach,scenario_id,scenario_name,difficulty,challenge_type,from_version,later_versions,preserved_success_count,success_preservation_rate
opus_sdd_c,14,hard_two_dead_ends,hard,dead_end,2,2,0,0.0
oracle,1,easy_open_short_path,easy,straight_line,1,0,0,
oracle,2,easy_single_obstacle_detour,easy,single_detour,1,0,0,
oracle,3,easy_l_wall_one_turn,easy,single_detour,1,0,0,
oracle,4,easy_corner_goal_blocked,easy,single_detour,1,0,0,
oracle,5,easy_two_isolated_obstacles,easy,single_detour,1,0,0,
oracle,11,hard_maze_one_dead_end,hard,dead_end,1,0,0,
oracle,13,hard_long_detour_budget,hard,counterintuitive,1,0,0,
target,1,easy_open_short_path,easy,straight_line,1,1,1,1.0
target,1,easy_open_short_path,easy,straight_line,2,0,0,
target,2,easy_single_obstacle_detour,easy,single_detour,1,1,1,1.0
target,2,easy_single_obstacle_detour,easy,single_detour,2,0,0,
target,3,easy_l_wall_one_turn,easy,single_detour,1,1,1,1.0
target,3,easy_l_wall_one_turn,easy,single_detour,2,0,0,
target,4,easy_corner_goal_blocked,easy,single_detour,1,1,1,1.0
target,4,easy_corner_goal_blocked,easy,single_detour,2,0,0,
target,5,easy_two_isolated_obstacles,easy,single_detour,1,1,1,1.0
target,5,easy_two_isolated_obstacles,easy,single_detour,2,0,0,
target,6,medium_straight_narrow_corridor,medium,corridor,2,0,0,
target,7,medium_s_shaped_path,medium,corridor,2,0,0,
target,8,medium_central_obstacle,medium,single_detour,2,0,0,
target,9,medium_single_valid_detour,medium,single_detour,2,0,0,
target,10,medium_dead_end_corridors,medium,dead_end,2,0,0,
target,11,hard_maze_one_dead_end,hard,dead_end,2,0,0,
target,12,hard_u_trap_goal,hard,counterintuitive,2,0,0,
target,13,hard_long_detour_budget,hard,counterintuitive,2,0,0,
target,14,hard_two_dead_ends,hard,dead_end,2,0,0,
target,15,hard_move_away_corridor,hard,counterintuitive,2,0,0,
